165542,14,1671
702904,31,41304
224480,3,1794
505820,16,6654
611298,21,24379
714967,18,313
100260,2,432
582438,26,7461
706395,23,1166
87479,31,686
112848,5,3348
79382,2,4172
638850,1,6
271267,2,1269
22967,26,31485
592849,16,153
200269,24,1952
19887,11,6342
173851,12,14719
531923,6,443
202926,23,14661
312384,3,491
101560,9,816
320379,32,270598
325971,30,5245
431273,3,2721
100957,27,37594
152687,29,10912
536860,5,3618
372066,3,2074
369614,25,11257
715655,20,5559
336151,21,32547
734364,31,22724
558709,32,128287
445137,9,442
615813,4,3684
358570,32,35360
653157,5,2110
330289,31,3694
31937,4,3560
325357,19,16905
494042,18,9872
475912,5,70
77067,23,5942
366440,12,38977
207334,5,65
151915,32,101764
672587,19,7188
601869,17,4785
69690,1,7113
68428,1,1256
723520,32,8698
680610,31,29598
147132,22,6302
494341,12,1509
95669,32,8356
36361,21,40535
316797,2,372
130299,31,2176
645172,9,471
388108,1,79
503297,31,1502
431666,2,449
375205,4,110
356713,11,454
257607,28,1299
196158,20,458
104419,31,14473
397011,32,14529
133691,2,76
303099,11,4867
9460,31,17585
133617,18,12293
63540,31,3080
7832,16,5830
521428,7,57
386518,2,545
313822,13,30881
577228,31,7188
667858,12,2991
169053,23,1185
537383,22,12622
223339,31,7702
1854,12,1078
167761,31,325
327446,31,13553
631039,12,97
388293,7,4346
686159,32,70995
467822,1,541
439675,14,2012
629325,31,2898
585543,24,565
230090,29,12435
634304,31,19648
177790,31,42787
14580,2,1301
455086,9,2334
1526,5,85
648357,19,3680
571878,1,23
279810,31,23633
340654,31,29707
614519,18,541
66159,31,7300
254783,8,466
628200,16,3770
683326,2,82
266801,22,5636
653315,4,204
287880,31,62028
152722,11,2747
208189,31,47472
632645,3,1444
999,13,635
391649,31,1051
105876,27,2217
389609,13,8438
110841,2,1484
348734,3,1837
347932,31,19804
705267,13,43199
364052,9,7112
685614,13,7347
141665,8,459
257564,5,13372
91711,9,4644
223519,7,91
365308,13,1500
552339,32,37042
281577,1,197
249854,2,347
13400,23,3761
450236,18,1619
131333,3,3067
23080,9,1240
27032,5,6614
600268,4,39
616692,26,6456
440359,31,2602
136405,5,684
559557,1,788
621159,7,7438
303867,31,422
96662,31,718
19860,1,122
519362,31,90380
92114,17,4039
530734,9,2112
42792,31,200
373074,3,449
84010,31,1165
439987,20,1783
137171,2,275
270779,9,1624
163986,14,1485
82438,31,39202
431831,32,25647
733424,3,267
167636,24,5504
466407,26,694
613654,7,12443
438735,2,121
685048,12,5893
283052,12,1055
438728,1,241
508775,10,290
243499,25,7433
298031,30,13485
75515,5,12
675770,1,44
720211,11,12086
64024,8,1070
71833,31,10521
473265,31,10456
72383,2,2259
735450,3,20
550995,23,7756
605395,31,1095
553408,3,2533
565543,19,711
673327,30,6864
210428,29,1354
671436,15,236
402122,30,13781
632733,5,2230
420177,17,6844
472476,10,1192
723339,7,2218
614868,3,269
718915,31,2276
722732,4,295
707939,31,603
180874,31,1388
110919,3,3887
117973,11,37
138383,9,517
93904,27,13733
276229,9,125
67828,2,647
134367,15,6328
241608,15,541
270551,31,412
216968,12,2409
470290,17,566
529998,5,193
372469,31,13714
297438,4,146
253349,31,38527
409608,6,6324
215458,11,3543
690397,13,2902
323059,9,5719
289773,31,13521
361535,31,2747
72809,1,4
690609,32,48327
423185,2,825
8997,31,24741
681022,27,25729
263705,23,8655
274957,24,44363
669477,5,1867
73220,31,6943
103697,31,66872
695484,18,919
706214,29,2782
195681,31,10093
530680,8,14060
218404,5,815
603705,13,968
302984,2,79
99622,5,3831
119995,7,1343
528924,29,547
119301,3,594
332596,31,6966
177126,13,3427
702664,1,185
9876,1,1934
580963,10,1666
281468,18,843
448153,32,28136
133878,9,9399
201737,31,34978
459626,32,115255
258452,6,1038
109453,18,1922
735763,31,9990
551151,17,5318
471850,1,334
297412,17,1043
599183,9,24588
386952,29,226
390020,4,161
102339,4,680
57126,31,9540
269753,2,1823
97496,31,7186
12868,11,8803
667445,29,6105
60148,7,1368
115381,4,491
496634,31,1174
494802,19,1150
372394,8,120
417731,16,3775
724512,5,579
194737,30,998
268097,31,5763
210787,2,5
282505,4,6912
735395,31,76995
144963,31,12187
551125,1,62
321046,3,127
448945,9,3981
181687,3,2107
714858,31,2572
193333,31,3477
22674,1,111
376666,21,17413
720269,2,466
247765,32,48955
208162,31,288
497295,31,37173
522852,5,1186
317129,31,37180
163809,2,446
22181,27,5250
391179,31,28681
20907,4,8550
338938,23,447
9864,25,5451
661674,32,10314
364991,17,4770
225733,31,16724
687823,4,2349
105713,31,18563
156764,17,8347
472900,21,27240
43266,2,2647
115838,31,1452
47840,9,9476
433706,31,1797
34158,31,723
197818,23,35327
320678,18,6822
615018,8,3409
363702,31,2783
609440,1,82
575594,1,34
228612,24,7194
519777,25,29053
407457,1,57
432093,32,37386
486130,30,6138
340238,23,29346
675478,20,4047
127157,1,38
416995,13,1926
226480,5,369
68710,1,2647
492067,31,6234
661210,31,2903
707827,12,3088
458512,5,268
277189,9,17001
168924,20,6543
710885,2,2516
391321,2,458
492718,1,26
135581,31,4045
341380,31,242
547648,5,2394
118156,1,64
715574,1,98
33336,17,1220
721784,31,6793
349025,6,250
644433,31,35923
549164,13,2849
660436,5,1450
288905,31,2065
707012,3,853
665513,32,132018
424816,5,13135
185128,13,4462
392338,31,35512
220160,4,1170
169935,3,24
533667,12,586
642217,21,1991
543548,31,11256
328425,11,643
403761,8,1536
32751,4,312
546865,2,84
206786,31,16972
549351,24,2657
57768,1,49
130006,5,64
39444,5,414
703917,2,249
549178,3,186
234207,4,647
444981,20,126
637198,5,4538
730498,30,8545
317564,6,480
631098,12,6338
438042,32,82809
437463,5,6355
102848,1,43
236554,2,6
320339,31,9613
146977,3,577
230163,2,560
539536,31,13300
32891,31,4456
237050,4,893
718820,2,18
294580,18,3705
155421,5,4589
518507,20,25
575701,3,426
493911,31,12788
632192,21,8739
405318,14,70
30956,16,15064
509180,19,3586
597887,5,2423
574222,1,71
702768,1,26
201202,3,7849
734982,5,359
114407,21,3992
111805,5,752
526634,5,260
255332,1,561
242176,3,176
320713,9,11167
276870,23,1839
275404,10,1878
674067,2,273
301404,28,5104
675205,31,5935
375269,3,740
424564,2,165
26941,6,2213
673311,5,1325
150597,25,1337
221505,25,5625
477620,2,90
612096,11,400
451018,5,4484
173188,23,1850
583405,2,1827
280308,31,6603
545696,2,570
32695,2,96
209326,2,108
214315,31,5335
403858,27,2469
731999,6,2610
634354,17,4208
175813,11,302
436606,31,21166
585232,23,870
310222,22,23
177924,2,2124
576567,2,5
711406,17,287
104634,4,214
732983,31,373
560382,9,10525
637073,28,1326
566927,11,7464
603211,5,4255
194579,31,5729
70963,1,141
624083,5,24
673101,22,40015
136045,3,312
563733,13,1053
413620,4,85
285143,7,177
157659,1,19
628194,31,13229
490084,18,3337
521388,2,227
567264,6,485
645592,32,29833
591556,3,7586
507400,23,15533
168518,23,7752
592094,16,15075
224571,7,431
502065,29,243
203887,13,154
438588,11,703
243048,8,2148
672026,20,66
125429,9,11732
257074,31,293
149194,2,323
255998,9,3844
262780,31,6769
672689,1,57
190599,31,2609
87709,19,215
257939,1,32
518605,3,1029
110215,32,27034
732880,2,35
176237,5,2664
678521,9,312
552815,32,23095
502665,29,7353
444080,8,4074
493342,2,1740
365134,17,3295
82926,31,363
590433,8,14603
16509,5,3207
730229,11,2866
17110,1,173
306226,30,23203
399863,10,682
474094,18,11097
564011,29,789
85142,1,63
106146,19,5096
264627,3,72
37658,2,3191
196975,4,49
592102,1,28
234789,29,9720
86628,32,11007
696301,11,2818
28632,31,62271
307655,3,98
337634,24,82393
151168,31,12901
159155,23,2458
101179,3,290
477901,8,3271
321369,6,498
707573,13,1480
176584,29,968
434365,9,900
480059,2,107
84578,22,1053
528515,31,3600
202533,1,610
154189,2,902
326378,31,16994
361703,9,1679
558595,16,2886
133457,20,8305
189098,17,4814
239657,31,6899
610105,31,4981
20593,19,953
316577,2,390
717923,3,17
222440,15,7947
51771,8,63
238947,4,1277
296867,2,44
735682,19,792
522353,31,2463
347722,24,245
493197,8,322
703140,8,590
293117,11,6692
711505,1,1
669574,1,6
458090,1,43
213887,31,635
666502,30,13809
281921,31,29797
698330,32,24900
505274,2,358
214516,1,42
510287,10,7481
537632,26,15946
451627,15,2156
514791,16,4045
529672,18,12104
441675,20,3980
604370,5,487
72248,10,3070
674740,7,850
365410,22,3493
384425,9,13120
533993,2,425
379872,22,17309
65528,2,21
518020,5,426
357483,32,164224
7161,1,20
666110,31,23906
625335,23,3048
275660,31,12504
351061,16,841
585359,28,550
293161,1,1207
433537,3,235
292663,26,649
25044,31,3390
319476,4,1016
413773,3,62
21856,1,69
372791,2,137
665505,5,137
529231,6,9
275492,4,449
9293,14,2995
504964,31,809
176137,26,488
694055,17,6095
669118,4,1105
401513,23,24004
231585,3,1671
715068,1,155
454564,31,1478
180737,23,3517
167738,31,6479
602969,31,23722
266516,11,3535
172771,6,257
543829,17,57
95876,31,5593
727679,30,2028
686425,3,68
370674,2,131
570259,30,2818
563047,2,519
207583,1,26
3775,31,4276
297604,32,59298
638273,17,9528
321217,31,23976
576884,26,2522
676249,5,62302
515571,31,18435
42927,1,86
373555,4,224
667262,13,343
160258,5,735
144911,23,1716
192578,30,14584
134183,31,788
339061,17,7936
256435,12,1107
604327,10,896
668762,19,7523
122641,1,122
538801,15,67
233761,2,598
652386,4,54
78551,14,230
574319,2,33
174717,32,8580
708035,19,2001
138231,4,173
57615,7,442
622350,28,12818
558440,28,19114
712575,10,925
185535,10,670
260753,30,133
627685,5,250
38894,4,370
77525,2,754
735835,13,18662
478639,2,67
107167,4,119
585220,26,5933
296056,5,1400
187188,2,144
734023,3,603
135114,4,86
727254,13,1123
144691,22,2541
523827,1,13
434941,5,51
626230,2,417
205001,3,11
708544,1,230
427052,5,2817
286392,19,2366
378408,3,1102
699312,1,224
240346,17,1232
420373,26,21065
394181,27,5702
165697,4,82
447081,31,18217
207035,22,758
326177,5,1849
296468,20,8567
234247,10,375
68988,32,25844
598865,32,23522
28955,31,930
97139,8,1394
149145,19,494
456183,2,632
15147,2,239
42004,5,728
23201,2,151
608781,9,741
661657,31,352
419013,18,3360
356244,1,103
676297,6,8684
96350,30,4438
486914,3,764
633243,32,37923
675363,22,32635
187882,21,5408
199197,11,274
237979,23,1914
658931,32,8251
43963,30,167
255723,1,891
259316,31,6179
151929,5,494
733163,3,195
703103,6,671
305680,8,555
530149,31,5636
428436,31,7778
348619,3,71
668958,31,3071
414410,6,501
693776,27,1967
417970,5,867
14611,4,773
464816,23,12808
263584,31,65817
234700,17,133
243217,2,1306
590110,2,34
450303,25,67
388533,2,132
413171,3,693
353000,8,1220
182915,31,6774
532344,6,11582
379871,5,232
7896,13,6303
265832,3,643
443727,9,1252
475700,13,8789
20458,19,23577
353642,12,10467
108761,9,14666
458485,1,574
186229,32,45977
27473,31,3386
233081,31,12442
284262,25,963
74801,17,147
56044,6,1628
601103,6,28
296263,29,32789
534171,5,579
463429,31,22600
650648,2,18
152656,31,14079
628363,31,4550
305051,11,635
83122,25,5230
103789,32,24513
643679,31,362
29686,1,3
185869,3,301
475626,3,1223
597545,8,96
342451,31,163
100972,13,178
26708,4,2196
161170,1,56
232046,19,3878
264396,21,54
56215,23,4018
512992,31,16158
263580,5,95
292868,13,3205
307819,4,9047
472638,31,12005
212666,2,498
672408,32,339
125006,17,5689
364507,30,1901
464389,26,25654
251356,10,2457
335505,31,3196
315090,8,627
485789,31,2054
255358,23,1567
177932,6,4553
314703,31,37584
86684,31,20249
103906,22,10272
473036,8,1931
499545,1,209
25997,12,11616
534651,5,174
235600,3,291
649849,31,5589
542692,31,80072
127868,11,6785
615004,6,261
643000,8,5597
668948,32,51301
716536,4,15
493805,3,523
249962,16,236
540086,1,131
714069,20,182
10166,12,271
504987,31,24965
664844,4,170
125863,2,140
567906,20,2841
212714,7,6610
501702,31,1470
1671,3,46
679310,17,21395
327188,26,1132
508700,31,15605
223066,32,25870
287741,31,4621
374220,7,210
500709,27,2933
154516,11,5386
107283,5,1878
185750,31,28994
282869,28,3117
46155,31,29003
280682,5,37
688336,15,149
637244,20,4148
193301,18,1844
121539,20,278
572274,3,2792
116422,5,111
222321,29,45933
155147,4,8613
453779,5,511
41012,32,105176
666636,10,405
464338,9,509
581837,27,318
108819,4,180
639570,1,5
379503,31,1762
656360,7,817
559941,1,6
49867,31,18933
485945,30,1005
311968,3,2542
305146,31,14519
107825,31,3003
324254,31,78592
334120,31,20202
183273,31,9023
411165,19,1951
162683,5,1640
315306,2,2854
133771,3,745
48541,22,54796
73093,31,7338
108263,31,1372
615578,4,710
172480,7,8195
591367,6,5740
659016,31,4916
591310,28,2492
262100,1,836
646132,1,88
438507,1,35
401432,11,390
188287,31,5037
194836,12,4606
314002,31,20676
490476,8,2090
99642,1,37
22515,2,686
390273,7,89
699310,20,9038
514219,1,207
394159,31,3875
18994,2,53
346092,31,2567
185140,8,3749
312936,8,234
721133,2,2964
387538,6,636
179470,6,858
78560,2,284
452646,11,1193
667239,2,64
119661,28,1699
59827,16,90
599395,1,13
511189,27,14344
228041,4,320
89281,2,32
590014,6,3807
545162,6,255
86079,5,449
108204,11,2025
265575,9,1372
705322,21,1840
15461,31,1596
147028,31,612
697840,2,51
728888,27,3402
362363,24,12462
725539,5,1175
193362,31,6835
25102,20,2206
49969,17,3319
283582,6,2941
36785,7,1949
627410,13,5732
115232,21,37503
724618,2,51
110624,21,1455
156311,30,10730
442511,23,1516
252871,16,1313
164817,31,34413
200493,31,8218
445981,1,54
571784,4,14
171694,2,573
50733,20,1298
209256,5,506
610493,11,110
720732,18,384
167,31,30260
713486,5,817
666291,9,954
663844,30,5762
698662,24,26690
200647,23,198
106355,2,76
630357,1,36
604118,9,1307
303404,2,83
254778,29,2227
194602,2,645
29514,31,10119
171662,3,1903
694496,3,33
487982,31,38250
45389,2,122
666134,15,8882
642799,16,4746
515900,21,449
474469,5,466
207158,21,227
610129,28,6134
676756,26,2357
415558,14,225
231132,3,11100
115591,2,6
436853,2,2452
689232,31,1227
732771,31,24258
622867,31,4662
621708,22,8180
141336,31,2786
253190,31,589
247810,1,2
126294,6,275
120568,32,46687
264086,11,2392
538436,28,557
596665,2,211
539386,31,7527
224446,5,1034
56473,7,10
541201,11,258
582431,19,27878
15601,1,970
342635,26,8444
635010,2,131
651942,17,33587
612911,9,836
484795,1,153
643912,8,759
132202,16,3203
100410,20,10314
327202,31,9446
323460,4,79
374711,13,3017
703139,31,4617
130958,2,303
564600,4,1351
266701,31,4486
642781,2,1310
452687,27,4815
287589,6,10483
594819,32,18084
472636,6,1819
306253,17,1906
68159,15,753
385743,13,795
34567,31,24064
170904,7,111
168265,31,2610
83712,31,24086
87297,31,701
726287,3,8444
730779,4,490
460014,32,10155
204898,2,52
344481,3,196
687537,2,388
635784,17,720
351190,31,37294
543494,12,8518
78911,1,82
377560,3,607
611161,2,266
584217,31,18275
37402,31,11584
731514,7,1897
498000,5,3737
527622,31,3763
531976,31,4374
60630,4,2739
481405,31,6718
451487,9,602
628925,3,731
121776,24,2646
275003,2,60
525119,1,380
475115,2,268
299573,5,1771
414337,2,1870
21576,9,1033
76262,32,29496
152661,31,7293
40298,10,1268
423234,29,1190
235362,16,7141
615003,2,4
289392,3,90
545135,2,565
423569,23,2872
535785,4,539
466492,3,1839
184794,31,16560
294251,25,5645
445978,16,11558
247330,5,203
564098,31,3269
627663,31,6757
306851,3,1032
292998,29,7592
588560,1,181
373270,29,4632
84874,1,43
572884,11,2935
249615,23,24802
499868,1,319
67268,22,566
419524,1,1402
405987,3,65
281377,32,20201
405833,32,7425
463118,12,3008
628646,9,3293
443509,31,2494
604419,5,1406
219275,28,580
583031,31,1051
239049,20,8427
401069,23,737
275993,17,13312
100253,31,1742
168407,5,597
201648,13,55
637290,17,767
237895,2,500
388106,28,3140
344463,16,569
273350,6,131
26750,12,320
701164,11,1638
464598,31,30186
341621,31,58366
293677,1,176
21145,4,265
322838,3,11
407630,19,1104
732910,4,48
390929,5,15
503063,31,2927
394011,32,13028
294463,31,1365
660187,9,307
338931,9,1210
623413,30,524
182230,28,22206
647790,4,36
113445,1,76
327368,18,3721
57754,17,5780
468448,11,5061
305169,19,10417
462622,1,16
440017,7,1138
61876,5,638
451508,6,58
451518,2,228
528742,31,756
353491,2,309
578592,4,47
277392,31,279
284528,31,2221
49058,8,914
735068,2,251
323987,20,2326
724931,5,128
454108,6,33
620127,31,8981
70695,7,3129
427457,2,37
627489,31,789
709092,23,22932
123810,31,6523
352102,16,69
347699,31,17041
365873,5,4765
412849,22,975
630784,31,3721
499069,12,454
576017,27,5480
537680,27,9524
595642,16,3056
186837,3,457
400239,20,13155
86819,2,339
275917,1,2314
6057,6,1038
414909,7,855
209233,31,7398
532583,31,4827
179555,2,340
575773,11,239
723937,3,5094
97680,31,19632
657778,2,205
453566,1,31
218113,27,4896
387142,2,1885
416087,2,499
378086,31,19371
414193,1,480
403589,1,175
614168,29,124
584515,2,1274
137203,9,1016
105431,16,11686
199952,2,373
40030,19,6182
454778,31,53718
80471,31,7825
50932,16,17242
727545,3,211
726101,31,7898
126458,1,431
463699,28,938
413457,4,2117
684947,32,109879
153786,10,1138
658921,9,807
602990,31,2673
311181,3,149
196591,5,78
204139,24,162
205244,5,474
590596,24,7469
610947,31,14231
116078,13,10874
444192,4,598
426866,1,65
647864,11,8004
651791,26,10493
525368,2,495
33024,32,44634
249885,23,269
556553,1,10
441283,2,107
607820,1,531
57359,31,4929
469387,30,261
5974,31,2577
472727,5,431
496504,4,1213
326431,12,182
337947,21,2491
224766,23,1194
207567,6,3152
595430,27,17566
419578,5,642
187976,5,22
297451,23,1281
633852,7,619
175249,27,189
436776,1,5
641801,18,1985
45693,10,252
299260,3,161
364569,14,1632
649586,8,225
683252,1,953
318644,31,29119
70123,3,103
37009,4,3400
400340,2,358
712799,2,715
637075,5,153
612800,31,2191
144905,2,1589
664026,2,670
285746,2,38
284318,2,1780
329854,9,8769
706990,11,7347
268482,1,13
669175,3,317
134609,31,3958
156224,31,3337
328605,31,2932
146010,31,19731
400465,31,475
144227,2,157
541322,31,19913
644713,2,485
466889,9,691
715845,31,4906
57534,31,5904
587008,10,1811
411054,15,2498
57579,30,21447
365683,21,1127
86607,18,3552
331767,15,1159
633776,5,1481
350203,1,7
335622,9,4138
327096,7,15
383078,2,100
547703,15,3919
54648,3,21
554884,31,2842
695924,31,2972
123929,2,254
49515,31,3522
382089,8,763
575223,31,8360
519545,10,317
237281,4,605
202715,1,61
305018,31,71557
12711,32,229831
142110,16,1539
519350,6,8121
510724,28,1629
420728,26,4373
32889,14,1809
342626,9,505
247024,4,255
242235,2,159
723981,31,51518
660168,12,261
583605,4,8
131494,18,1630
727615,1,20
386119,18,11024
49239,21,1587
588976,32,16306
526466,30,15077
573300,11,1883
57496,27,6235
311003,2,51
498918,10,264
526474,32,26408
708292,2,301
273936,1,156
311995,31,4703
723518,31,231
674601,31,183
613401,8,450
209234,2,17
724050,2,462
94104,6,177
55011,9,25
663784,2,50
242557,3,1170
20468,11,2315
170755,7,744
455665,12,1314
310653,3,288
5117,17,4521
427975,30,280
327772,31,6839
393731,31,4960
521897,4,144
165284,31,1260
167790,12,491
526974,31,5215
416796,31,2566
329092,5,2257
302344,31,17484
259785,1,70
322004,5,3461
660857,1,20
683448,5,162
525660,13,12365
358642,31,636
419058,14,1392
623539,31,4742
613259,9,9460
721796,5,11381
373303,1,73
261041,31,1987
658665,5,1407
690380,26,146
730847,1,13
143212,31,2138
240523,8,2504
195034,31,225
398329,9,3498
8392,11,1065
542675,5,6506
88534,18,165
147119,9,21989
655429,23,2085
655745,15,1059
451099,2,71
152396,2,2033
564049,12,3779
698530,14,30326
428012,1,276
577939,31,1062
460147,1,27
581990,31,4162
603696,26,11689
87538,4,855
384146,31,221
506173,31,3356
555215,27,2406
295539,9,177
486742,11,7848
635913,6,1173
47372,1,61
260837,6,242
625652,32,11471
72779,5,18
519877,4,2492
602626,2,607
691150,10,239
237955,23,176
137278,28,689
633927,1,383
244830,5,399
249742,2,127
638550,4,61
405773,31,1747
38285,5,3243
164513,31,666
218584,31,9247
163207,5,316
482234,8,16
713731,18,1132
610158,4,1844
370533,3,1124
84146,31,2437
283328,32,14779
188184,9,180
115245,8,581
224443,5,833
175922,1,166
313681,9,912
396077,31,219
482532,17,5104
120696,4,2424
65953,9,1722
477700,4,2043
560218,31,29067
34359,9,709
324305,13,3641
559266,1,211
199832,2,1031
351335,1,39
125947,23,2128
360674,31,7522
153501,9,1829
675408,12,580
385214,17,4053
118401,16,2607
75833,5,1140
107913,32,3518
364576,28,2140
531437,6,5698
85199,3,391
175592,10,565
23123,4,264
226458,15,21
655325,8,990
680991,10,1704
28946,25,78
278969,1,9
64077,14,423
677441,4,149
547093,31,21591
403268,26,14166
17755,7,4723
66928,31,7283
147866,1,570
144629,5,8573
198839,1,147
105215,13,14406
616952,31,1482
263286,30,6550
436562,3,165
422879,19,681
590585,2,4164
11802,2,53
488166,29,113
190882,13,4058
211089,11,358
363568,9,1791
177264,13,406
373658,25,437
538367,8,1443
475539,31,1444
243531,1,33
276635,2,65
210637,31,1684
23630,31,2870
634471,9,6745
700642,31,5029
512895,31,28438
94498,2,52
204364,4,186
22953,31,20654
93991,13,658
7929,4,80
68019,4,427
647088,10,91
601078,31,18870
475426,7,27
256514,5,314
703314,24,4078
14963,9,1396
465736,12,484
411983,31,1727
418268,28,417
279321,2,340
145025,29,190
539443,31,10373
453974,10,209
104827,31,6808
162893,10,1402
251743,31,13888
495433,1,56
108613,9,7727
108510,2,10
247184,2,4086
83197,11,791
203239,4,215
372096,2,71
438765,3,198
715517,16,15124
559406,31,4930
475520,31,10134
730506,22,964
593787,23,654
722332,31,19710
256992,2,181
317328,31,1418
390990,9,323
679292,10,504
541414,5,472
160120,31,17754
449124,13,37544
101745,11,7022
640349,30,259
52681,2,475
32804,28,872
377441,31,366
282374,31,2591
332386,27,4826
723223,2,238
679541,31,14885
110116,5,270
545871,30,2330
591216,31,6198
283713,1,1965
132096,32,5768
454516,7,3217
408352,2,59
597448,31,17673
274239,31,429
95214,16,2956
40024,23,3109
555113,31,11823
469280,4,909
371115,7,620
3577,14,12158
104740,6,2162
413616,28,1884
105921,2,764
165287,5,972
675952,22,1532
645701,28,15178
715577,14,13898
323369,21,3353
131497,31,338
692373,4,317
79661,12,952
373659,31,2571
556497,24,105276
318568,3,2188
11003,31,38748
367459,31,1317
22100,2,116
381206,31,9755
665706,11,1084
68693,11,681
404102,10,1753
432098,2,30
18853,30,19809
498693,6,224
691172,5,440
306463,31,1810
712735,31,5663
86147,31,31115
49293,2,108
677232,5,8710
71037,15,1835
644829,19,3300
527579,2,24
384417,9,818
398798,30,31936
716810,16,580
511251,4,2065
411141,21,1178
398156,5,314
726200,7,81
380699,22,2195
492843,7,645
579068,27,6058
226575,23,8612
174126,3,218
97653,9,5980
692642,31,3421
50473,6,5035
410909,12,3830
566835,21,13099
33912,31,11490
112492,13,273
636470,27,3544
566583,31,39227
51656,2,44
172358,3,1606
614348,23,3674
12743,5,164
79625,29,3736
471709,30,58
690472,9,1005
526473,2,81
326998,31,12331
212826,1,13
556794,31,1651
695691,1,67
695586,1,71
405687,31,142
470534,11,429
377948,7,5272
298793,16,1347
708907,5,4194
623988,27,6643
398488,5,260
306342,32,6596
704792,31,33
678998,1,214
205224,26,1061
216485,1,30
619842,31,397
421417,1,879
669655,3,1151
175897,2,320
332480,1,15
621637,2,15
532176,5,4805
